-64.5788449943,92.0986619394,24.0116199649,-54.4840640104,-92.4109914659,-69.4358375829,91.2844446126,38.7961233796,85.6717221432,-19.8776013026,50.9120844004
-59.8139040103,98.3170011517,24.0116199649,-53.780209212,-75.6896255261,-50.2331480368,91.9887499684,38.9377849208,86.7545632248,-18.9930963136,51.5802133739
-50.1360727512,104.365486882,24.2453247447,-52.6243055248,-32.139123783,-19.983149474,94.5246080963,41.046553844,88.5246862625,-18.380113924,52.4509358223
-47.0445261296,107.88507031,24.545475409,-52.2763192172,-18.6449609058,-4.24112430328,95.1069291961,41.9293693508,89.221875412,-17.6829247745,52.8840213487
-48.3230679233,105.951320185,24.545475409,-52.5342181575,-23.8718669941,-11.04529299,93.3814639955,39.6578149983,89.3698800113,-17.2876020476,52.6697434902
-45.3791311525,109.57672725,24.545475409,-51.979093235,-5.34177806237,6.92682469197,93.0580995322,40.7853516401,89.9668890532,-16.8320284309,53.0394442055
-45.0842977864,109.71759351,24.545475409,-51.7868636762,-2.44840059963,9.56478410856,93.0580995322,41.1131188915,90.0135577663,-16.8267912357,53.0471167208
-47.7115309612,107.24872688,24.545475409,-52.2034408489,-15.9215604665,-3.20615366335,89.7109642307,37.93075997,90.1129013257,-16.7610446029,52.753968991
-48.8567687928,106.116162952,24.4830755395,-52.4879887273,-20.97769012,-8.55812268515,88.3852420107,36.6357827348,90.2788304742,-16.7039652499,52.5827939655
-47.9903317429,107.799653198,24.3257802206,-52.3790166688,-15.3662885301,-0.849132257996,88.1774543887,37.2554081096,90.5612342531,-16.4936410622,52.7840117757
-50.6972472675,105.313169291,24.3257802206,-52.8557618546,-29.9192328671,-14.784926782,84.8771133865,34.4583373506,90.603593823,-16.4935564418,52.4689462274
-50.7997484822,105.145143409,24.3436809605,-52.9561093789,-31.1326355942,-16.9820913706,83.8264918995,33.814947497,91.0751748448,-16.4467381999,52.4779105932
-43.9838030394,111.454423022,24.3164877408,-51.758081658,4.30229235283,17.5971430398,83.7887877222,33.8960352122,93.326967206,-14.8817607349,53.1676009965
-44.4096551928,111.141627771,24.2818330555,-51.6791177287,2.03520970251,16.0742021922,82.2341263827,31.9934784645,93.5042536184,-14.6667529764,53.1059608942
-47.6761731813,108.433443019,24.2818330555,-52.0030901085,-12.2856964517,4.14454494309,77.7043343425,28.9955009588,93.5464564409,-14.702707511,52.6362022297
-49.5087403013,106.549911837,24.21682995,-52.1868764044,-20.5234799663,-4.82220459825,74.9897354566,26.9919098001,93.4222715932,-14.6561626841,52.4335497686
-47.7705053461,108.067622902,24.299157191,-51.912170947,-12.0845024089,2.76527974941,74.9259472646,26.8180135134,93.8012335421,-14.3998001324,52.6217802348
-47.4822738833,108.836538642,24.299157191,-51.6800593888,-8.82300336676,9.37064648288,74.5334502504,26.9030783866,93.9233645152,-14.1406290722,52.7038418281
-45.8602067332,110.182935043,24.1745696178,-51.295999283,0.957900186947,16.0380559584,74.0755567867,27.4972963191,94.4137802886,-13.9256346317,52.9249267735
-45.4748345001,110.864706753,24.1745696178,-51.1930764567,2.24931705554,17.9093840578,73.8326812747,27.4284088132,94.4994103114,-13.7844382936,52.9982267197
-45.3080210632,111.29740781,24.1745696178,-51.1397449364,2.40869785122,18.6032906309,73.552656752,27.2980634376,94.5348775091,-13.6821724988,53.0472890948
-46.7371131152,109.582054362,24.1745696178,-51.397485334,-4.03964044687,11.0965129389,72.1438041668,25.6164155337,94.5556896011,-13.7059608335,52.8541924699
-46.4798308645,109.78144404,24.1745696178,-51.2430280087,-1.87131308858,13.4128685191,71.3460059507,24.7700219664,94.7383949145,-13.5390150645,52.8923065834
